idade,escolaridade,estado_civil,numero_filhos,renda_mensal,valor_emprestimo,taxa_juros_nominal,valor_garantia,PIB_regiao,taxa_desemprego,inflacao_mensal,trimestre_solicitacao,dia_util,renda_idade,divida_renda,taxa_juros_efetiva,score_credito,inadimplente
30,Médio,Solteiro,0,9133.37,1751.61,16.14,21738.04,2199514.47,0.51,0.5,4,1,274.0011,0.7328461145291079,16.220699999999997,481,0
35,Superior,Solteiro,0,13467.53,9420.52,12.97,19948.33,1283602.23,0.41,0.46,2,0,471.36355,0.4200680343966047,13.029662,536,0
44,Pós,Divorciado,1,6376.87,3982.07,8.27,33637.59,3428826.47,0.37,0.53,4,1,280.58228,2.6490190712205246,8.313831,631,0
33,Pós,Casado,1,4009.69,6221.09,7.93,29666.85,1332783.24,0.53,0.54,2,1,132.31977,1.743973321915131,7.972822,446,0
22,Superior,Divorciado,1,3709.39,16176.16,9.38,12892.96,1646942.65,0.26,0.68,1,0,81.60658,6.657586909048214,9.443784,468,0
35,Pós,Divorciado,1,6597.12,16927.04,11.37,40582.04,1864232.76,0.35,0.42,2,1,230.8992,4.927933084885158,11.417753999999999,754,0
36,Fundamental,Divorciado,1,5544.26,7795.49,10.23,32386.04,3564048.36,0.4,0.59,1,1,199.59336000000002,2.1953504161418875,10.290357,648,0
36,Médio,Casado,0,4426.99,10227.94,11.9,16839.73,2612907.6,0.33,0.5,2,1,159.37164,5.448169811893929,11.959499999999998,507,0
44,Superior,Divorciado,1,4199.63,9997.0,7.38,9690.31,3923607.31,0.18,0.56,1,0,184.78372,1.0022460737366599,7.421328,500,0
45,Pós,Casado,1,9924.03,11496.99,13.22,25459.89,1883801.79,0.09,0.55,3,0,446.58135,0.7163177328302078,13.292710000000001,510,0
29,Pós,Solteiro,1,3792.92,26487.76,12.77,24685.41,4536950.9,0.31,0.49,2,0,109.99468,1.0792269287398755,12.832572999999998,479,1
28,Fundamental,Divorciado,0,11025.94,2987.8,10.69,25138.92,1849543.87,0.47,0.57,1,0,308.72632,3.6872359080879,10.750933,644,0
24,Médio,Solteiro,0,5482.31,16484.99,10.14,43924.21,1132789.09,0.32,0.41,1,1,131.57544000000001,2.268934211948153,10.181574000000001,527,0
41,Fundamental,Solteiro,1,3941.32,8732.59,12.88,21708.75,2806351.62,0.08,0.56,1,1,161.59412,2.941896813835746,12.952128000000002,572,0
49,Superior,Solteiro,1,3068.18,3842.2,10.74,26722.35,1495642.85,0.31,0.35,2,1,150.34082,1.8034682329831946,10.77759,614,0
31,Pós,Divorciado,0,4479.58,7028.58,11.32,29182.28,2702955.13,0.15,0.54,2,1,138.86698,0.9269643763759174,11.381128,625,0
32,Pós,Solteiro,0,6647.65,8614.19,19.92,17633.16,4880020.56,0.57,0.57,4,1,212.7248,4.098097982950552,20.033544000000003,555,0
49,Pós,Divorciado,1,3919.79,1958.04,9.24,32493.19,4203582.68,0.11,0.32,4,1,192.06971,0.6266584328274454,9.269568000000001,517,0
40,Fundamental,Solteiro,0,8186.17,8881.33,8.76,43493.21,2844288.76,0.43,0.38,4,0,327.44680000000005,3.5498986159946977,8.793288,404,0
39,Fundamental,Divorciado,0,3804.06,6676.47,11.52,17905.59,3914578.61,0.25,0.42,3,1,148.35834,1.424659032429065,11.568384,673,0
23,Médio,Divorciado,0,4560.23,5127.27,15.04,,2702052.48,0.36,0.6,1,0,104.88529,1.7182231561917405,15.130239999999999,636,0
41,Superior,Divorciado,0,2271.02,29535.14,13.15,14818.12,1004242.52,0.38,0.6,4,1,93.11182,1.1308062495068485,13.228900000000001,498,0
25,Médio,Solteiro,0,6875.27,6088.04,12.44,22760.55,4202831.55,0.37,0.46,4,1,171.88175,1.1960018314294718,12.497224,491,0
23,Médio,Divorciado,1,4186.81,1100.03,12.33,10022.48,4050442.27,0.21,0.53,2,0,96.29663000000001,0.8531427776353325,12.395349000000001,678,0
31,Pós,Solteiro,0,12674.18,13241.68,6.27,16969.02,4670251.53,0.2,0.39,3,1,392.89958,2.2588355436460588,6.294453,530,0
29,Fundamental,Casado,1,7501.71,9566.8,6.15,22379.88,1460660.95,0.15,0.48,2,1,217.54959,1.3916874395283965,6.17952,566,0
32,Superior,Solteiro,1,5170.37,1734.29,10.96,30358.95,4251585.03,0.32,0.59,4,0,165.45184,0.4930209794007392,11.024664000000001,386,0
20,Médio,Solteiro,0,10250.74,25862.67,7.81,36021.57,4238556.89,0.39,0.6,1,1,205.0148,4.048436847055268,7.856859999999999,524,0
44,Superior,Divorciado,0,6267.08,8237.35,10.38,26261.75,2454145.26,0.25,0.65,2,1,275.75152,0.9809363874371219,10.447470000000001,716,0
46,Pós,Solteiro,1,8999.79,6291.45,6.07,20221.94,2609354.7,0.15,0.42,1,1,413.99034000000006,2.811286643552454,6.095494,398,0
18,Médio,Casado,0,2929.47,15911.23,14.05,18003.17,2681447.67,0.52,0.48,2,1,52.730459999999994,0.7792752066571713,14.11744,533,0
44,Fundamental,Divorciado,1,6481.54,17011.62,10.66,21430.71,2417841.26,0.63,0.4,2,1,285.18775999999997,1.6474616526671824,10.70264,559,1
26,nan,Solteiro,0,6645.09,7258.08,11.03,32888.72,3326256.95,0.45,0.51,3,1,172.77233999999999,2.8106796095029987,11.086253000000001,601,0
43,Pós,Solteiro,2,1945.27,20250.32,11.24,28723.66,3058108.73,0.56,0.47,3,0,83.64661,1.235423346286255,11.292828,697,0
34,Médio,Divorciado,0,12136.53,6180.38,8.81,22347.72,3303610.78,0.3,0.52,1,1,412.64202,0.42889498547260246,8.855812000000002,411,0
35,Pós,Divorciado,2,2449.9,931.92,11.56,42611.0,3402079.29,0.12,0.47,1,1,85.7465,2.5668391248492717,11.614332,647,0
33,Médio,Solteiro,1,2254.36,2263.33,11.98,18695.05,3775072.61,0.36,0.76,1,1,74.39388000000001,0.2094219257589709,12.071048000000001,619,0
47,Superior,Solteiro,3,889.61,8436.7,7.38,37979.79,2179673.57,0.3,0.54,1,1,41.81167,0.14852533819405933,7.419852000000001,599,0
22,Fundamental,Divorciado,0,6530.99,14512.88,6.62,17677.7,1759259.78,0.34,0.43,2,1,143.68178,0.9358986180712897,6.648466,387,0
41,Pós,Divorciado,0,1833.83,20383.01,13.42,12648.63,3117324.36,0.25,0.47,4,1,75.18703,2.1672846093566593,13.483073999999998,696,0
46,Superior,Casado,1,3604.18,15944.74,9.87,22869.75,2726380.85,0.3,0.52,1,1,165.79228,0.7971007136263147,9.921324,480,0
42,Pós,Casado,1,8125.16,19458.11,12.99,8928.88,3851545.55,0.22,0.41,4,1,341.25672,4.752664167358888,13.043259,351,0
58,Médio,Casado,0,5515.03,1791.81,5.59,19016.74,3276490.84,0.15,0.46,1,1,319.87174,0.3612915409359882,5.615714,516,0
29,Pós,Divorciado,1,3380.51,16267.48,10.27,32958.92,3771163.15,0.2,0.36,1,0,98.03479,1.2073462224289342,10.306972,466,0
44,Pós,Divorciado,1,1892.38,15082.49,10.21,32711.69,1776008.01,0.04,0.45,2,1,83.26472000000001,0.4057987157330594,10.255945,593,0
33,Fundamental,Divorciado,0,4607.46,18642.41,9.91,43019.01,4962664.56,0.44,0.41,3,1,152.04618,0.09191167746795353,9.950631,554,0
47,Superior,Solteiro,3,8210.47,4922.47,8.83,15490.45,1918355.73,0.72,0.3,1,0,385.89208999999994,2.7118710956834486,8.856489999999999,656,0
34,Médio,Divorciado,1,7483.84,10933.01,8.84,12910.67,2590883.46,0.22,0.48,1,1,254.45056,1.3963419839809796,8.882432,609,0
31,Fundamental,Solteiro,0,14358.09,5249.17,8.61,30565.89,,0.19,0.42,2,1,445.10079,0.38369593588994466,8.646161999999999,561,0
48,Pós,Divorciado,0,3320.68,7389.61,11.2,15178.57,1101208.56,0.06,0.29,4,0,159.39264,0.8755175043039458,11.232479999999999,560,0
30,Fundamental,Divorciado,0,2230.05,248.27,11.4,24545.94,4307016.03,0.11,0.59,3,1,66.90150000000001,1.6205523120392313,11.467260000000001,531,0
20,Pós,Solteiro,0,5919.28,5889.5,9.0,13191.49,3316376.34,0.5,0.59,4,1,118.3856,3.715244067486338,9.0531,470,0
29,nan,Divorciado,0,5579.49,6360.74,5.56,17550.44,4523152.36,0.34,0.42,4,1,161.80521,0.156129964799854,5.583352,465,0
41,Pós,Divorciado,0,4900.46,17486.64,10.78,17209.48,3169346.85,0.16,0.56,4,1,200.91886,4.510897954427408,10.840368,583,0
48,Fundamental,Divorciado,1,3140.58,6550.89,6.53,21876.46,1108670.92,0.46,0.4,4,1,150.74784,1.2855894537817965,6.55612,544,0
36,Fundamental,Casado,1,1000.22,5089.32,8.53,20803.54,2973706.81,0.48,0.43,2,1,36.007920000000006,1.3759031591363642,8.566678999999999,552,0
48,Pós,Divorciado,1,2686.6,12575.43,9.68,24609.92,4586691.55,0.08,0.47,1,1,128.9568,0.2799355666119163,9.725496,611,0
21,Superior,Solteiro,2,6865.34,9075.65,7.0,24631.98,2034245.54,0.16,0.63,4,1,144.17213999999998,1.886061813364659,7.0441,630,0
30,Fundamental,Solteiro,0,5827.7,12065.95,6.52,27902.41,2279198.21,0.21,0.5,2,1,174.83100000000002,0.27999060887846444,6.552599999999999,606,0
32,Superior,Solteiro,0,8770.58,9518.7,9.9,18588.71,1130129.26,0.12,0.58,2,1,280.65856,1.1848544690202647,9.95742,602,0
33,Superior,Divorciado,0,6045.74,8980.78,6.91,28106.0,4404017.82,0.23,0.33,1,0,199.50941999999998,1.2600097833972974,6.932803000000001,528,0
35,Superior,Solteiro,0,7643.5,11071.2,9.08,36884.61,4468438.0,0.29,0.45,4,1,267.52250000000004,3.8748193382469216,9.12086,456,0
41,Superior,Casado,1,7776.33,14579.94,16.31,12312.14,1649542.28,0.64,0.58,3,0,318.82953,2.32717854020203,16.404598,384,0
30,Fundamental,Solteiro,0,4975.52,10800.59,13.12,13387.88,1854016.5,0.22,0.49,4,0,149.2656,1.0585442141325658,13.184287999999999,663,0
36,Fundamental,Divorciado,0,4996.53,17374.29,8.18,31347.96,,0.38,0.48,1,1,179.87508,3.3663837957857567,8.219263999999999,603,0
34,Superior,Casado,0,858.07,8991.86,11.54,32689.78,1861728.66,0.17,0.46,4,1,29.17438,2.526267932623922,11.593084,518,0
25,Fundamental,Solteiro,0,3314.46,9422.35,9.73,18710.73,1848431.32,0.09,0.59,1,1,82.86149999999999,1.1710847792352528,9.787407,524,0
33,Superior,Casado,2,3401.45,10702.69,10.7,29779.85,2608834.79,0.38,0.5,2,1,112.24784999999999,0.42018998297523646,10.753499999999999,655,1
33,Superior,Solteiro,0,4604.17,5460.39,13.7,18188.5,3261541.87,0.15,0.37,1,1,151.93761,1.3127380034763079,13.75069,609,0
33,Superior,Divorciado,1,2812.41,10196.35,11.4,21798.3,1108075.58,0.21,0.43,1,0,92.80953,0.8980413179714479,11.44902,556,0
35,Pós,Casado,2,8626.02,19012.9,9.47,21788.99,4514856.02,0.07,0.73,3,1,301.9107,1.937312684709464,9.539131000000001,658,0
35,Médio,Solteiro,0,2896.02,25811.83,11.45,23382.06,3892889.86,0.05,0.49,3,1,101.36070000000001,1.020451909722909,11.506104999999998,606,0
30,Fundamental,Solteiro,0,9522.95,5097.14,7.43,44108.22,1351889.76,0.08,0.3,4,0,285.68850000000003,1.1435013241572554,7.452289999999999,426,0
47,Fundamental,Casado,1,2760.89,13818.99,11.8,76097.07,3300628.88,0.1,0.53,3,1,129.76183,0.71430454974322,11.862540000000001,593,0
23,Superior,Casado,0,3421.15,14183.81,9.21,11118.0,1529553.39,0.18,0.57,1,0,78.68645,3.259547776313659,9.262497000000002,560,0
27,Pós,Casado,2,3268.59,8911.32,6.52,16588.9,3738280.84,0.25,0.63,1,1,88.25193,5.043603343334145,6.561075999999999,693,0
62,Pós,Casado,0,3649.19,13456.55,13.38,15567.33,1778199.47,0.51,0.47,1,1,226.24978,2.479399963209792,13.442886,527,1
24,Fundamental,Solteiro,1,9968.47,13792.99,9.77,43887.85,1941001.13,0.19,0.71,4,0,239.24328,2.9002295135490126,9.839367000000001,516,0
21,Superior,Solteiro,0,4038.99,16890.48,5.42,39929.28,4374241.79,0.04,0.55,3,1,84.81879,1.5043824133869428,5.44981,512,0
42,Fundamental,Solteiro,1,4101.08,3182.05,8.03,34388.15,2244947.11,0.47,0.72,3,0,172.24535999999998,0.9814909845270253,8.087816,633,0
18,Superior,Divorciado,0,3149.26,6072.19,12.23,18089.9,4340884.57,0.18,0.49,3,0,56.68668000000001,1.2314907112166722,12.289926999999999,667,0
32,Superior,Casado,0,4205.4,10543.61,7.45,24497.38,4033745.74,0.16,0.62,3,0,134.5728,1.0383445626699865,7.49619,421,1
56,Médio,Solteiro,1,5596.35,16963.7,15.37,9955.29,2278557.13,0.51,0.7,1,0,313.3956,2.799440336965959,15.477589999999998,519,0
19,Superior,Casado,2,4319.54,4798.37,12.94,31737.29,3758759.37,0.2,0.48,2,1,82.07126,4.099988446421016,13.002111999999999,563,0
18,Médio,Casado,1,4490.97,7465.86,8.61,26783.94,1032321.6,0.13,0.39,1,0,80.83746,1.3886670919629684,8.643578999999999,369,0
20,Fundamental,Solteiro,0,9041.84,2715.75,11.89,17473.06,3294489.49,0.45,0.35,4,0,180.8368,2.505508167146744,11.931615,722,0
43,Fundamental,Casado,1,5791.75,9515.82,12.97,32538.75,4312786.46,0.48,0.47,1,0,249.04525,0.981308840776069,13.030959,566,0
46,Pós,Casado,0,2463.82,10335.15,15.13,19928.69,4376981.21,0.49,0.4,3,1,113.33572000000001,2.7374744587659445,15.190520000000001,692,0
29,Médio,Casado,0,4669.66,1869.89,13.27,,3477859.15,0.28,0.43,4,1,135.42013999999998,0.5868359061216515,13.327060999999999,542,1
41,Fundamental,Casado,1,3558.13,6994.72,10.07,41729.25,2409721.36,0.41,0.46,1,1,145.88333,1.278668553740238,10.116322,308,1
48,Médio,Casado,1,6718.47,1342.21,8.92,52404.1,4888148.07,0.4,0.49,2,1,322.48656,0.39723952300035653,8.963707999999999,488,0
52,Fundamental,Solteiro,1,5227.89,7544.44,7.92,11125.31,4958866.57,0.13,0.47,4,1,271.85028,4.1891944975829345,7.957223999999999,455,1
32,Médio,Solteiro,1,9683.58,2792.15,9.93,25172.92,1099762.2,0.22,0.35,4,0,309.87456,3.3043408677371087,9.964755,439,1
18,Médio,Casado,0,3152.58,8005.76,8.94,46419.89,1639729.8,0.59,0.34,3,1,56.74644,0.9838629104566954,8.970396000000001,552,0
26,Superior,Casado,1,4378.88,50075.61,11.51,11370.47,4904376.23,0.46,0.7,3,1,113.85088000000002,0.5002108160178984,11.590569999999998,537,0
30,Fundamental,Casado,0,2595.49,7691.57,11.13,7626.33,4974385.81,0.5,0.61,3,0,77.8647,1.9976817102350397,11.197893,536,0
32,Pós,Divorciado,1,4793.03,5904.96,9.81,19569.86,4775671.2,0.02,0.5,3,1,153.37696,0.9594838696396167,9.85905,446,1
33,Superior,Casado,1,1954.82,4942.63,10.71,23029.11,1308937.92,0.48,0.67,4,1,64.50906,1.9222487601442788,10.781757,564,0
46,Pós,Divorciado,0,5960.39,15450.99,17.11,,3621150.87,0.13,0.49,4,0,274.17794000000004,1.0009654694372594,17.193838999999997,610,1
47,Médio,Divorciado,2,4753.92,10677.31,10.2,68975.89,1261505.37,0.35,0.4,2,1,223.43424,2.5324932663150563,10.2408,434,0
33,Superior,Divorciado,1,5394.37,24943.56,15.68,30860.39,2893599.98,0.45,0.64,2,0,178.01421000000002,1.622368454993389,15.780351999999999,591,0
45,Médio,Solteiro,1,7886.29,14045.77,16.0,9194.47,4909460.09,0.47,0.6,1,0,354.88304999999997,0.8654273228570688,16.096,489,0
38,Fundamental,Divorciado,0,5624.47,1383.47,8.25,27621.93,4466032.91,0.25,0.64,4,1,213.72986000000003,2.3556625844707546,8.3028,543,0
35,Fundamental,Casado,0,2284.57,15295.68,6.17,20527.45,1505334.75,0.07,0.42,2,1,79.95995,0.013760379388611339,6.195914,687,0
44,nan,Casado,0,3520.92,5728.95,13.16,35546.13,3170905.67,0.56,0.43,4,1,154.92048,1.9273590489826529,13.216588,551,0
35,Fundamental,Solteiro,0,4683.92,11097.56,13.76,8559.32,1566105.15,0.08,0.49,2,0,163.9372,2.216915858048523,13.827423999999999,653,0
55,Pós,Solteiro,0,4036.53,14852.49,16.17,35000.38,1604735.82,0.18,0.42,2,1,222.00915,3.6724398468066495,16.237914,405,0
20,Médio,Casado,1,4343.45,4759.0,9.29,48597.91,1503283.17,0.17,0.44,2,1,86.869,1.8204010732048803,9.330875999999998,565,0
29,Superior,Solteiro,0,13002.17,13115.62,16.58,24599.87,1388545.46,0.03,0.5,1,1,377.06293,0.7902414540476825,16.662899999999997,558,0
33,Fundamental,Solteiro,2,5219.79,11669.33,11.41,39498.33,1818007.5,0.07,0.42,1,0,172.25306999999998,4.1209582098878785,11.457922,666,0
39,Médio,Divorciado,1,6181.74,13619.23,13.99,32604.56,4667561.65,0.54,0.48,1,0,241.08785999999998,2.1126807236068896,14.057151999999999,561,0
47,Superior,Divorciado,1,1472.5,33475.55,13.9,,2431428.19,0.55,0.48,1,0,69.2075,2.708678882219821,13.966719999999999,637,0
34,Médio,Solteiro,0,7689.44,4761.76,9.12,23898.19,4412096.5,0.49,0.46,2,0,261.44095999999996,2.8554160776618214,9.161952,505,0
20,Pós,Casado,0,27205.57,25230.43,13.63,26071.53,1152852.18,0.12,0.74,3,1,544.1114,1.2948242799802172,13.730862000000002,672,0
43,Médio,Divorciado,1,11019.18,9178.1,9.2,12945.52,3350259.17,0.13,0.54,3,1,473.82474,1.2289678462620375,9.24968,459,0
42,Pós,Casado,0,3773.98,2590.52,9.52,25781.61,3319869.95,0.18,0.55,2,1,158.50716,2.3939295367691584,9.57236,560,0
18,Pós,Solteiro,0,19314.95,22751.55,10.97,9679.2,4683797.78,0.44,0.51,4,0,347.6691,1.5374436170188364,11.025947000000002,657,0
34,Fundamental,Casado,2,4996.52,17917.6,7.29,22283.31,1548394.81,0.34,0.47,1,1,169.88168000000002,1.8406812772331675,7.324262999999999,528,0
19,Pós,Casado,1,5907.2,21765.7,17.22,27523.94,4027607.95,0.34,0.35,2,1,112.23679999999999,2.1043269602304733,17.28027,620,0
28,Pós,Casado,0,4186.16,16043.61,10.11,74709.75,4155783.75,0.02,0.35,2,1,117.21248,0.6968319709564906,10.145385,707,0
25,Médio,Casado,1,4121.65,3747.02,8.6,14018.57,3096925.7,0.13,0.5,4,0,103.04124999999999,0.6750056234755624,8.642999999999999,599,0
43,Pós,Solteiro,0,1275.56,26962.56,13.37,31885.65,1904708.1,0.24,0.57,1,0,54.84908,2.569088041301126,13.446209,566,1
36,Pós,Solteiro,0,7883.26,36745.66,9.19,11982.97,2372215.66,0.37,0.37,2,1,283.79736,1.6023926205371517,9.224003,468,0
22,Médio,Divorciado,0,4112.56,15680.12,6.83,39116.72,3141188.84,0.2,0.47,2,1,90.47632,2.1174827052569114,6.862101,555,0
43,Superior,Divorciado,0,4390.35,4464.61,6.51,21467.37,2965092.28,0.26,0.61,2,1,188.78505000000004,4.621308699608589,6.549710999999999,541,0
20,Fundamental,Divorciado,1,5790.67,19455.99,14.06,29326.78,3800003.77,0.33,0.53,2,1,115.8134,0.5345440406420774,14.134518000000002,489,0
38,Médio,Divorciado,0,3832.43,1552.93,8.44,14007.27,2024622.04,0.08,0.5,3,1,145.63234,1.0688218056017555,8.482199999999999,587,0
26,Pós,Casado,0,5757.72,7011.66,18.01,28830.2,2185880.93,0.26,0.46,1,1,149.70072,1.7122854675871817,18.092846,575,0
31,Médio,Divorciado,2,10115.62,3440.36,11.88,16391.27,4619662.27,0.06,0.53,4,1,313.5842200000001,0.928254733137768,11.942964000000002,710,0
40,Superior,Divorciado,0,6265.97,20761.92,13.94,20677.48,3965777.89,0.18,0.45,3,1,250.6388,1.6608757298410646,14.002729999999998,636,0
40,Médio,Casado,1,4482.35,9259.4,9.46,12641.38,2421107.82,0.19,0.44,2,0,179.294,3.4973951636772758,9.501624,704,0
48,Médio,Solteiro,2,4563.76,8681.07,12.42,18446.74,3884168.71,0.07,0.59,2,0,219.06048,1.961643481115236,12.493278,576,0
34,Médio,Divorciado,1,5543.36,10826.44,8.45,25270.94,1103787.24,0.37,0.55,4,1,188.47424,1.5238133909364024,8.496475,250,0
38,Médio,Solteiro,0,2983.07,1516.64,15.46,21827.71,2416592.44,0.28,0.77,2,1,113.35666,0.824804743972327,15.579042000000001,472,1
30,Pós,Divorciado,0,5567.58,17078.7,15.17,40886.26,1570261.48,0.16,0.58,3,1,167.0274,1.460771159790392,15.257986,338,0
36,Médio,Solteiro,1,7411.16,8309.27,6.67,16506.85,2161609.49,0.3,0.55,1,1,266.80176,1.3862576652455039,6.706685,528,0
39,Superior,Divorciado,0,5179.74,908.82,12.38,48947.3,3258907.36,0.37,0.38,4,0,202.00986,2.2338419513080887,12.427044,535,0
34,Médio,Solteiro,0,3810.52,5712.46,14.88,18572.12,3577690.39,0.23,0.35,3,1,129.55768,2.6431731080819305,14.932080000000001,501,0
18,Médio,Solteiro,1,4137.05,23019.55,10.01,49804.58,4857669.31,0.05,0.7,2,1,74.46690000000001,3.9412478713603716,10.08007,693,0
38,Pós,Divorciado,0,7268.47,13090.62,14.14,26005.23,3435139.36,0.5,0.52,1,1,276.20186,1.3426674346606622,14.213528000000002,583,1
38,Pós,Solteiro,1,2539.94,15350.03,5.3,61844.83,2181438.44,0.3,0.46,1,1,96.51772,0.9545158113950702,5.32438,607,0
28,Médio,Divorciado,1,3011.3,15026.37,11.8,23846.34,4135204.52,0.33,0.29,2,0,84.31640000000002,0.802476287122621,11.83422,530,0
22,Pós,Divorciado,1,1874.05,11650.43,7.76,10077.8,2554528.0,0.13,0.78,3,1,41.2291,1.23176970501892,7.820528,561,0
49,Pós,Casado,0,5016.06,8953.73,6.47,19559.25,1482261.75,0.17,0.51,3,0,245.78694000000002,1.6302778740156734,6.502997000000001,618,0
39,Médio,Divorciado,2,8243.11,13604.81,11.99,21950.05,3427241.16,0.09,0.55,2,1,321.48129,1.6436330407281725,12.055945000000001,536,0
32,Pós,Divorciado,2,10925.87,8537.93,14.03,49770.03,3180672.72,0.15,0.52,4,0,349.62784000000005,1.3947228616613951,14.102956,483,0
23,Fundamental,Divorciado,1,12446.56,16276.35,17.74,9133.18,1116208.16,0.2,0.55,2,0,286.27088,7.196446665248173,17.83757,520,0
26,Fundamental,Divorciado,1,3247.74,8969.55,11.98,14017.87,1768508.66,0.27,0.53,4,0,84.44124,0.9904793371914488,12.043494,626,0
48,Fundamental,Casado,0,5710.25,5563.93,14.45,24580.03,1571358.29,0.38,0.36,1,1,274.092,5.577484685151778,14.50202,462,0
36,Pós,Casado,1,3860.73,9142.27,9.35,25773.97,2737225.34,0.37,0.58,1,1,138.98628000000002,1.7707501175597544,9.40423,603,0
29,Fundamental,Casado,2,13208.11,3978.06,16.66,41161.84,4979516.84,0.1,0.58,1,0,383.03519000000006,1.3381692889756973,16.756628,588,0
40,Superior,Casado,1,10743.62,16588.36,6.41,8248.56,4021301.18,0.35,0.63,2,0,429.7448,2.7140727554472903,6.4503829999999995,659,0
26,Fundamental,Solteiro,1,5436.24,9791.15,12.19,15415.55,2241199.52,0.06,0.45,3,1,141.34224,1.5642146367165626,12.244855,578,0
50,Superior,Divorciado,0,3389.33,13812.64,10.19,33578.33,4803045.5,0.44,0.53,3,1,169.4665,4.058883768946448,10.244007,364,0
48,Pós,Casado,0,620.9,20124.72,15.77,21351.98,3125039.31,0.23,0.55,4,1,29.8032,1.6936290539239107,15.856735,586,0
30,Fundamental,Divorciado,0,2079.41,6962.66,14.35,31396.49,4374756.75,0.35,0.8,2,1,62.382299999999994,2.46849635798971,14.4648,513,1
28,Superior,Casado,0,1617.48,9937.09,8.14,20634.0,4938341.59,0.22,0.83,3,0,45.28944,1.309380716786394,8.207562000000001,472,0
18,Pós,Divorciado,1,2063.71,38916.25,7.27,36998.16,4236415.51,0.18,0.53,2,1,37.14678,2.9413766966737183,7.308531,550,0
20,Fundamental,Solteiro,2,15173.54,27570.48,15.38,15821.56,4312741.44,0.1,0.4,2,1,303.4708,1.5847788328817052,15.44152,483,1
21,Médio,Casado,0,2259.67,1618.31,11.85,19433.2,4800934.02,0.06,0.44,1,1,47.453070000000004,2.0841580077557262,11.90214,603,0
36,Fundamental,Solteiro,3,2600.44,8305.73,6.35,21436.23,1864595.72,0.15,0.48,3,1,93.61583999999999,0.5661170266942497,6.3804799999999995,476,0
31,Fundamental,Solteiro,0,2829.02,10773.73,8.08,15330.06,4399072.41,0.23,0.62,3,1,87.69962,1.0265734063252154,8.130096,495,0
21,Fundamental,Divorciado,1,23368.09,13096.5,12.46,23339.41,1687185.2,0.4,0.64,1,1,490.72988999999995,3.0910578663311945,12.539744,439,0
32,Médio,Casado,1,4734.01,7950.69,9.7,17709.05,3222899.51,0.29,0.6,3,1,151.48832000000002,2.7709299369945755,9.758199999999999,626,0
40,Superior,Solteiro,1,8924.21,14087.61,7.57,25793.06,1426416.33,0.08,0.58,2,0,356.9684,1.5410003088419924,7.613906,421,1
40,Superior,Divorciado,1,5460.18,17038.04,6.45,25148.08,2339705.0,0.03,0.61,3,1,218.40720000000002,1.8030017694203264,6.489345,673,0
18,Médio,Divorciado,1,1494.21,12741.23,8.21,15185.32,1586442.92,0.45,0.36,2,1,26.895780000000002,3.6529369797975564,8.239556000000002,695,0
33,Fundamental,Divorciado,0,12327.45,6027.49,15.35,28996.0,4332500.33,0.29,0.38,1,1,406.80585,2.0618797449483126,15.40833,697,0
21,Fundamental,Solteiro,0,6252.01,8724.26,12.61,24877.45,3441612.17,0.37,0.38,2,1,131.29221,0.7793652750359554,12.657918,467,0
44,Fundamental,Divorciado,2,4568.65,6816.45,14.71,16404.02,1791171.1,0.34,0.52,2,0,201.0206,0.15221182693148938,14.786492000000003,766,0
42,Superior,Divorciado,0,14130.3,16605.41,9.72,34129.16,4420071.69,0.03,0.54,2,1,593.4726,0.9052369117162455,9.772488000000001,592,1
26,Superior,Divorciado,1,3992.09,5766.07,14.03,23319.87,3569385.4,0.57,0.35,4,1,103.79434,4.064933914448844,14.079105,461,0
27,Médio,Solteiro,0,4506.84,2529.78,7.53,37668.79,1307276.01,0.48,0.51,2,0,121.68468000000001,3.155379966150151,7.568403000000001,439,0
30,Pós,Divorciado,1,3995.56,6239.29,9.81,44776.12,2265709.71,0.4,0.55,1,1,119.8668,1.9616525146062513,9.863955,465,0
18,Médio,Solteiro,3,9374.75,2686.52,14.41,12738.21,1528076.93,0.46,0.47,1,0,168.74550000000002,2.5634141287025902,14.477727,667,0
38,Superior,Divorciado,0,8008.78,7893.95,8.96,51174.19,1366924.6,0.14,0.68,1,1,304.33364,1.7987730542295342,9.020928,518,0
32,Fundamental,Solteiro,1,5809.04,2465.66,12.91,29025.41,3723325.82,0.16,0.71,1,0,185.88927999999999,1.3793096785879788,13.001661000000002,536,0
44,Fundamental,Solteiro,0,2614.79,11993.24,10.62,25724.05,1521074.08,0.2,0.42,4,1,115.05076000000001,1.53329658530964,10.664603999999999,521,1
24,Fundamental,Casado,2,3935.76,5866.33,6.22,15630.7,1589413.84,0.11,0.47,4,1,94.45824,1.3663415517737105,6.2492339999999995,681,0
28,Fundamental,Casado,0,2614.29,10032.48,9.74,26103.11,4119299.72,0.49,0.57,4,1,73.20012,3.1457685612075332,9.795518000000001,531,0
19,Pós,Casado,1,9859.8,2026.95,7.92,7256.62,4689730.55,0.18,0.5,4,1,187.3362,0.5057885431416455,7.959599999999999,412,1
24,Médio,Solteiro,1,1910.58,24928.48,8.27,,2052669.23,0.13,0.38,4,0,45.85392,4.2742733522925,8.301426,435,0
23,Médio,Divorciado,0,12792.61,6730.95,14.6,8680.33,4794403.09,0.48,0.64,3,0,294.23003,1.4864647496926313,14.693439999999999,713,0
