potencia_nominal,vazao_refrigerante,nivel_combustivel,temperatura,pressao,vibracao_x,vibracao_y,vibracao_z,fluxo_neutrons,temperatura_externa,umidade,pressao_atmosferica,ultima_manutencao,horas_operacao,falhas_passadas,pressao_temperatura,fluxo_neutrons_potencia,eficiencia_termica,falha
972.49,4848.27,98.03,1000.0,17.331857073031365,-0.006,-0.175,0.454,991.0,18.9,39.9,1018.68,361,4977.0,0,17.331857073031365,963.73759,-48911.95,0
939.01,5124.48,82.13,1000.0,8.344821226626582,-0.807,0.558,-0.234,1010.0,25.65,41.23,1017.33,71,5016.0,0,8.344821226626582,948.4001,-48914.43,0
820.14,5225.28,97.86,1000.0,25.801817468948702,0.634,-1.162,-0.135,1010.0,25.51,84.98,980.19,332,5048.0,0,25.8018174689487,828.3414,-48916.69,0
821.11,4980.28,83.95,1000.0,16.598935868121103,0.539,0.556,0.769,1015.0,31.31,42.89,1016.14,257,5006.0,0,16.598935868121103,833.42665,-48914.51,0
1076.8,5400.38,94.74,1000.0,7.431967402928841,0.382,0.448,-0.253,981.0,24.06,35.17,1023.48,223,5056.0,0,7.431967402928841,1056.3408,-48919.48,0
983.17,5008.81,94.58,1000.0,17.06161368546255,0.157,-0.295,-0.236,995.0,21.38,86.41,1008.34,189,5005.0,2,17.06161368546255,978.2541499999999,-48917.21,0
890.61,5228.16,80.17,1000.0,16.375616586977742,-0.599,-0.046,0.752,1002.0,16.04,44.6,997.94,132,5136.0,1,16.375616586977742,892.39122,-48918.21000000001,0
1045.59,5058.6,84.41,1000.0,17.729776002168784,0.434,0.813,-0.031,1050.0,24.5,82.19,1007.97,156,4993.0,2,17.729776002168784,1097.8695,-48911.82,0
901.14,5117.1,89.84,1000.0,23.600675780660644,1.102,-0.655,-0.028,955.0,21.44,76.87,1014.37,228,4913.0,1,23.600675780660644,860.5886999999999,-48919.55,0
1031.05,4665.73,88.4,1000.0,16.728956609194583,0.058,-0.091,0.919,1034.0,23.01,49.76,1030.82,127,4982.0,1,16.728956609194583,1066.1056999999998,-48914.12,0
943.68,5074.21,98.37,1000.0,9.878683360824358,0.068,0.324,-0.323,1001.0,23.98,88.63,1015.32,16,5003.0,1,9.878683360824358,944.6236799999999,-48918.21000000001,0
1129.42,4853.0,87.19,1000.0,18.753689451603982,-0.551,0.105,-0.366,988.0,25.48,86.06,1007.55,329,5165.0,0,18.753689451603982,1115.86696,-48912.44,0
1128.28,4830.72,98.74,1000.0,16.364944570501404,-1.035,0.026,0.09,976.0,20.45,48.33,1023.92,111,5057.0,1,16.364944570501404,1101.20128,-48914.700000000004,0
990.94,5348.82,89.19,1000.0,13.86120559190275,-0.18,0.908,0.016,1001.0,21.57,43.34,1010.25,190,5059.0,1,13.861205591902749,991.9309400000001,-48917.16,0
940.33,4957.25,99.29,1000.0,9.91245954135796,0.741,-0.554,-0.389,974.0,32.25,33.07,999.57,247,5091.0,1,9.91245954135796,915.88142,-48910.71000000001,0
945.02,4799.34,94.75,1000.0,23.901030813903965,0.672,-0.532,0.403,985.0,23.7,85.23,1005.56,177,5000.0,3,23.901030813903965,930.8447,-48921.36,0
1122.29,4928.17,96.59,1000.0,12.718971134891444,-0.033,-1.257,0.008,1049.0,28.58,82.88,1019.52,79,4946.0,0,12.718971134891444,1177.2822099999998,-48917.25,0
931.27,4739.91,82.1,1000.0,14.918322817355978,0.215,-0.539,0.032,941.0,23.07,71.06,1004.89,219,4999.0,0,14.918322817355978,876.32507,-48919.34,0
883.62,5286.78,91.72,1000.0,10.989629872775152,-0.609,-0.333,-0.002,997.0,23.71,84.94,1023.2,123,4966.0,2,10.989629872775152,880.96914,-48925.21,0
833.88,4860.86,82.85,1000.0,18.480100846908357,0.056,0.16,-0.523,1005.0,30.12,47.3,1031.76,320,5049.0,0,18.480100846908357,838.0494,-48918.75,0
986.68,5105.86,85.95,1000.0,9.687395492902876,-0.262,0.48,-0.409,974.0,22.35,36.31,1027.3,57,5020.0,1,9.687395492902876,961.0263199999999,-48918.15,0
992.85,5271.22,92.47,1000.0,19.34985869759284,0.027,-0.482,-0.791,995.0,29.36,76.83,1008.35,81,5053.0,1,19.34985869759284,987.88575,-48914.420000000006,0
1136.36,4899.97,94.52,1000.0,5.069544779125776,-0.137,-0.071,0.569,1039.0,27.96,88.6,1001.08,259,4960.0,2,5.069544779125776,1180.6780399999998,-48915.049999999996,0
888.5,5106.4,80.78,1000.0,16.664865474421838,-0.146,0.698,0.001,984.0,23.07,45.26,991.27,235,4981.0,1,16.664865474421838,874.284,-48910.25,0
952.4,4793.98,90.62,1000.0,12.074287285394835,0.498,-0.094,0.497,1023.0,19.27,43.3,1009.1,46,5021.0,0,12.074287285394835,974.3051999999999,-48912.31,0
1123.36,5489.15,91.31,1000.0,16.430489639968823,0.982,0.259,-0.225,955.0,28.89,86.38,992.44,166,4823.0,0,16.430489639968823,1072.8087999999998,-48914.58,0
1129.45,5187.28,81.58,1000.0,13.059448778837615,-0.085,0.56,0.574,986.0,21.89,73.17,1016.91,258,4978.0,0,13.059448778837615,1113.6377,-48909.96,0
953.84,4961.48,90.01,1000.0,5.696528419192904,0.709,-0.465,-0.808,931.0,23.54,46.97,1028.74,330,5036.0,0,5.696528419192904,888.02504,-48921.33,0
983.65,4845.43,94.28,1000.0,12.076235750583097,-0.621,-0.567,0.486,1029.0,22.29,63.64,1016.66,141,5029.0,1,12.076235750583098,1012.17585,-48911.36,0
921.31,4977.2,81.06,1000.0,27.413028828894696,-0.046,0.811,-0.039,1032.0,16.4,58.66,1008.08,89,5007.0,0,27.413028828894696,950.7919199999999,-48914.94,0
1173.02,4932.0,95.21,1000.0,17.785260790288984,-0.648,0.29,-0.693,982.0,25.1,74.04,1025.96,192,4994.0,1,17.785260790288984,1151.90564,-48908.71000000001,0
847.46,5390.59,91.53,1000.0,8.961735951432205,-0.156,-0.663,-1.411,1026.0,14.52,55.45,1007.45,50,5016.0,1,8.961735951432205,869.4939600000001,-48911.54,0
1173.5,4754.89,96.66,1000.0,25.475476549027725,0.358,-0.528,0.251,991.0,28.11,54.39,1009.64,125,4936.0,1,25.475476549027725,1162.9385,-48924.47,0
1073.55,5026.96,84.36,1000.0,18.428337999040046,0.559,-0.1,0.495,,28.25,81.05,1011.63,126,4978.0,0,18.428337999040046,1074.62355,-48921.18,0
1012.63,4996.33,96.67,1000.0,10.098687849121724,-0.389,0.697,0.031,978.0,24.44,72.43,1004.55,75,4935.0,1,10.098687849121724,990.35214,-48917.780000000006,0
813.06,4976.52,81.89,1000.0,14.428610655830528,0.229,0.491,0.302,1003.0,18.84,73.17,1012.67,341,5088.0,0,14.428610655830528,815.4991799999999,-48918.83,0
990.24,4978.28,88.08,1000.0,11.188039660904181,0.615,0.534,0.223,1001.0,27.73,46.31,1023.97,229,5002.0,0,11.188039660904181,991.23024,-48921.66,0
963.1,4976.79,83.99,1000.0,4.78332855813499,0.544,-0.218,0.028,,6.47,57.34,1013.47,15,4958.0,0,4.78332855813499,884.1258,-48919.39,0
864.49,5174.61,97.52,1000.0,19.209657984549587,0.129,-0.004,0.48,1106.0,24.94,65.67,999.52,75,5027.0,0,19.209657984549587,956.12594,-48922.5,0
1062.56,5121.8,94.1,1000.0,6.907380887959412,,-0.399,-0.739,990.0,31.46,45.55,1014.54,296,4960.0,1,6.907380887959411,1051.9343999999999,-48912.55,0
1188.46,5083.78,80.51,1000.0,11.73993125451496,-0.344,-0.208,0.049,1037.0,26.51,89.58,1017.64,317,5029.0,0,11.73993125451496,1232.43302,-48913.3,0
1024.88,4393.2,80.19,1000.0,16.519116882634485,-0.421,-0.561,0.341,1013.0,21.82,56.91,1009.56,216,4961.0,0,16.519116882634485,1038.20344,-48916.98,0
1085.9,5059.96,85.82,1000.0,24.608207492976135,-0.016,-0.436,-0.223,1053.0,19.02,52.15,1011.72,246,5029.0,3,24.608207492976135,1143.4527000000003,-48905.0,0
827.38,4668.87,82.87,1000.0,3.8177788709225484,-0.412,-0.363,0.128,994.0,37.37,81.08,1025.0,253,4978.0,0,3.8177788709225484,822.41572,-48922.53,0
967.07,5129.26,92.61,1000.0,10.602478493691766,0.339,-0.073,-0.589,1030.0,22.93,44.86,1010.12,167,5148.0,0,10.602478493691766,996.0821000000001,-48910.02,0
846.54,5294.9,93.28,1000.0,14.647846484049172,0.114,0.21,0.038,,23.96,78.14,1016.48,305,5023.0,2,14.647846484049172,835.53498,-48913.869999999995,0
1045.12,4814.75,98.84,1000.0,18.43836907758492,0.092,0.833,-0.36,986.0,22.39,86.58,1015.48,218,4996.0,0,18.43836907758492,1030.48832,-48923.12,0
1175.39,4947.64,99.04,1000.0,23.894000059955204,-0.92,-0.183,-0.259,999.0,20.23,73.22,997.32,200,5116.0,0,23.894000059955204,1174.21461,-48912.35,0
1064.71,4880.13,93.18,1000.0,0.3345500260579969,0.014,0.294,0.286,978.0,12.51,59.86,1001.58,49,5060.0,1,0.3345500260579969,1041.28638,-48913.0,0
830.72,5247.09,80.11,1000.0,14.911430204799471,-0.23,-0.09,-0.881,963.0,22.01,37.44,1011.85,299,5043.0,0,14.911430204799473,799.98336,-48911.38,0
941.87,5019.01,87.18,1000.0,1.2514978786968471,1.083,0.481,-0.545,1023.0,24.51,72.03,1019.62,170,4975.0,0,1.2514978786968474,963.53301,-48916.73,0
1020.27,5345.67,90.26,1000.0,18.660761832176895,-0.64,-0.628,0.362,1023.0,19.8,80.09,1030.17,70,4963.0,1,18.660761832176895,1043.73621,-48919.15,0
961.28,5082.75,89.98,1000.0,6.03974525201634,-0.103,-0.268,-0.078,,12.03,54.88,997.32,347,4950.0,0,6.03974525201634,1017.03424,-48917.68,0
1133.46,5048.49,92.07,1000.0,22.500942386554534,0.192,0.331,-0.367,987.0,26.24,75.92,998.45,153,4999.0,1,22.500942386554534,1118.72502,-48911.87,0
1125.87,5013.64,99.21,1000.0,6.158512772721419,-0.486,0.291,0.225,934.0,24.84,62.4,1012.21,249,4865.0,0,6.158512772721419,1051.5625799999998,-48920.38,0
1044.73,5163.6,97.7,1000.0,18.033209599645414,0.964,0.3,-0.554,990.0,32.43,76.57,1018.94,107,4957.0,0,18.033209599645414,1034.2827,-48914.67,0
949.38,,82.18,1000.0,8.76583374904006,0.974,0.705,-0.57,987.0,24.32,46.09,1003.74,84,5011.0,1,8.76583374904006,937.03806,-48907.68,0
902.13,5017.07,85.32,1000.0,13.539598340716825,-0.429,-0.867,-0.104,990.0,15.31,30.32,1016.61,213,5152.0,0,13.539598340716825,893.1087,-48912.56,0
842.35,4985.99,96.66,1000.0,14.52447603379614,-0.296,-0.627,-0.069,994.0,31.38,89.77,1021.7,38,4876.0,1,14.52447603379614,837.2959000000001,-48912.54,0
941.96,5145.08,96.49,1000.0,7.219197417565493,1.073,0.281,-0.371,,31.56,40.06,1021.15,338,5024.0,1,7.219197417565493,965.509,-48909.32,0
965.27,4962.46,85.51,1000.0,8.934953436318814,0.698,0.407,-0.132,978.0,18.09,82.73,1035.39,103,4885.0,0,8.934953436318814,944.03406,-48912.68,0
1070.33,4792.25,94.61,1000.0,5.058748280591455,-0.185,0.328,0.667,1015.0,27.61,35.33,1006.93,103,5002.0,0,5.058748280591455,1086.38495,-48914.62,0
1063.26,5001.47,93.44,1000.0,1.0923297936012744,0.216,1.354,-0.018,1018.0,32.13,69.14,989.38,332,5093.0,1,1.0923297936012744,1082.39868,-48917.89,0
828.04,4783.43,89.47,1000.0,7.847984249282763,-0.693,-0.458,-0.575,1032.0,33.22,33.37,1006.02,59,4948.0,1,7.847984249282762,854.5372799999999,-48917.93,0
958.1,4614.95,84.03,1000.0,12.77798610640621,,0.185,0.012,990.0,31.68,70.24,1023.1,111,4997.0,0,12.77798610640621,948.519,-48910.33,0
872.71,5145.42,97.77,1000.0,16.77289962562466,0.036,-0.035,-1.06,1074.0,26.51,36.38,1024.36,154,4982.0,1,16.77289962562466,937.2905400000001,-48914.740000000005,0
862.73,5115.81,93.56,1000.0,18.841239905299062,0.293,0.311,0.806,944.0,24.72,66.27,996.71,178,5034.0,2,18.841239905299062,814.41712,-48919.56,0
1130.92,5093.42,83.38,1000.0,4.033830761060308,-0.468,0.188,-0.593,1017.0,22.0,51.7,1027.89,306,5064.0,0,4.033830761060308,1150.1456400000002,-48913.02,0
816.77,5260.59,94.1,1000.0,8.459009829418495,-0.568,-0.259,0.103,1047.0,21.77,61.52,997.15,341,5027.0,1,8.459009829418495,855.15819,-48906.64,0
967.67,4866.99,94.83,1000.0,18.190555507127904,0.226,0.194,0.081,1036.0,18.59,33.0,1009.5,183,4800.0,0,18.190555507127904,1002.50612,-48923.01,0
867.28,4713.78,97.74,1000.0,12.14535817111481,0.958,0.042,-0.39,1012.0,27.33,51.2,1018.3,218,4979.0,0,12.145358171114808,877.68736,-48915.11,0
1151.73,4985.99,84.46,1000.0,6.726986759252187,-0.27,0.064,0.65,988.0,24.08,76.81,1009.11,329,5041.0,0,6.726986759252187,1137.90924,-48916.03,0
1022.82,4930.5,99.78,1000.0,10.58464927483088,-0.49,0.567,1.029,971.0,22.93,76.52,1018.21,128,5136.0,0,10.58464927483088,993.1582200000001,-48907.97,0
892.55,4831.54,83.07,1000.0,8.415489060465395,0.153,1.24,-0.374,1021.0,24.25,69.66,1008.76,318,5022.0,0,8.415489060465395,911.29355,-48915.26,0
1000.97,4984.03,92.01,1000.0,3.4199155044530194,0.819,-0.957,0.356,1039.0,30.52,87.01,1014.76,147,5028.0,0,3.4199155044530194,1040.00783,-48914.42,0
1092.59,4877.68,93.14,1000.0,18.01464922101415,-0.319,0.644,-0.494,1041.0,28.49,69.78,999.95,175,4992.0,0,18.01464922101415,1137.38619,-48913.95,0
1183.25,4632.8,88.38,1000.0,8.808954774787873,-0.125,0.321,0.661,1006.0,15.05,50.71,1028.84,323,4964.0,1,8.808954774787873,1190.3495,-48911.25,0
888.18,4911.76,89.5,1000.0,25.556464234516422,0.419,-0.371,0.632,1022.0,37.21,70.5,1011.55,82,4952.0,0,25.55646423451642,907.71996,-48910.9,0
1154.47,4772.72,97.82,1000.0,22.199865526193264,0.472,-0.181,0.505,1019.0,30.63,51.37,1009.85,308,4969.0,1,22.199865526193264,1176.40493,-48918.57,0
1173.72,5046.33,92.91,1000.0,16.835844984463755,-0.142,0.441,-0.828,1043.0,22.52,66.28,1017.96,347,4940.0,0,16.835844984463755,1224.18996,-48921.39,0
1166.57,4868.79,89.94,1000.0,9.432923125641464,0.548,0.025,-0.271,976.0,25.02,70.16,999.85,184,4898.0,0,9.432923125641464,1138.5723199999998,-48922.37,0
1054.17,5222.33,82.57,1000.0,8.595901729877879,0.264,-0.024,-0.264,1001.0,24.45,57.33,1011.14,159,5056.0,1,8.595901729877879,1055.2241700000002,-48916.600000000006,0
1051.93,5320.77,80.15,1000.0,12.045609466514765,0.008,-0.343,-0.298,998.0,19.8,89.01,1000.77,63,4968.0,1,12.045609466514765,1049.8261400000001,-48908.41,0
961.28,5135.88,82.5,1000.0,9.92597584751235,0.451,-0.38,0.664,1052.0,23.1,35.92,1005.36,142,5056.0,0,9.92597584751235,1011.2665599999999,-48921.14,0
1100.96,4689.79,99.12,1000.0,22.81891949353015,0.382,-0.483,-0.906,1020.0,19.96,60.41,1012.34,212,5011.0,0,22.818919493530146,1122.9792,-48904.68,0
1012.52,5301.04,95.28,1000.0,5.445909614844589,-0.524,-0.255,0.195,1001.0,29.6,83.75,1017.88,69,4936.0,2,5.445909614844588,1013.53252,-48913.27,0
1070.98,5315.14,99.34,1000.0,17.030450434459766,0.742,-0.064,0.372,971.0,16.7,56.38,1007.86,262,5080.0,0,17.030450434459766,1039.9215800000002,-48924.08,0
971.38,5003.76,80.71,1000.0,14.573259710016206,0.173,0.177,-0.351,,21.75,66.78,1010.01,126,5055.0,1,14.573259710016206,988.86484,-48918.280000000006,0
1092.6,5264.59,93.6,1000.0,19.217867812971313,,-0.412,0.252,920.0,20.05,54.63,1020.33,19,4985.0,0,19.217867812971313,1005.1919999999999,-48912.54,0
1129.79,,80.89,1000.0,13.264196396710265,0.026,0.378,0.221,1017.0,33.87,87.4,1010.23,342,5075.0,0,13.264196396710265,1148.99643,-48910.95,0
858.57,4626.75,95.64,1000.0,14.947495344267013,0.124,-0.454,-0.136,1017.0,28.97,88.59,1005.65,15,4856.0,0,14.947495344267011,873.16569,-48925.13,0
1133.17,4847.94,87.62,1000.0,27.206923234022593,0.199,0.384,0.543,994.0,27.51,41.28,1017.28,183,5117.0,0,27.206923234022593,1126.37098,-48907.03,0
1016.12,5345.86,81.92,1000.0,4.65890820341658,0.273,-0.433,-0.272,953.0,30.5,86.02,1013.22,205,5014.0,0,4.65890820341658,968.36236,-48912.16,0
1137.87,4701.78,91.36,1000.0,4.992577567798998,0.764,1.009,0.545,1058.0,25.21,60.8,1011.96,214,4960.0,0,4.992577567798998,1203.86646,-48913.54,0
972.52,4999.9,85.6,1000.0,10.6090209927063,0.233,0.324,0.066,1015.0,24.25,64.44,1024.57,203,4877.0,1,10.609020992706299,987.1077999999999,-48901.72,0
951.62,5006.83,93.19,1000.0,12.000448356099714,-0.014,0.421,-0.156,988.0,24.37,86.62,1008.61,277,4924.0,1,12.000448356099714,940.2005600000001,-48917.87,0
1166.02,4897.41,93.16,1000.0,7.083171165065948,0.505,-0.086,-0.112,1009.0,22.66,74.19,1019.74,326,5067.0,0,7.083171165065948,1176.51418,-48917.64,0
900.47,4911.3,94.1,1000.0,4.406161614616448,0.215,0.304,-0.694,1001.0,28.47,67.79,990.74,173,4990.0,1,4.406161614616448,901.37047,-48904.700000000004,0
1137.68,5014.45,99.85,1000.0,2.2462892713545477,1.478,-0.626,-0.181,1026.0,29.8,82.69,1010.0,137,5040.0,3,2.2462892713545477,1167.2596800000001,-48918.090000000004,0
993.61,4887.57,87.73,1000.0,18.040181176448222,0.146,-0.488,-0.561,1053.0,28.41,69.49,1013.56,213,5053.0,0,18.040181176448222,1046.27133,-48915.02,0
1005.64,4715.59,89.31,1000.0,12.220166178110631,0.619,-0.154,0.132,1004.0,22.77,34.58,1011.47,149,5077.0,0,12.220166178110631,1009.66256,-48924.22,0
923.39,5043.01,96.09,1000.0,20.424704145859952,,0.759,0.45,1024.0,22.17,71.76,1005.68,31,5033.0,0,20.424704145859952,945.5513599999999,-48906.5,0
1029.22,5214.67,91.57,1000.0,10.03539392489479,-1.025,0.503,0.228,1014.0,36.19,86.55,997.71,251,4918.0,2,10.03539392489479,1043.6290800000002,-48919.15,0
930.08,5173.91,80.75,1000.0,16.537637011684232,-0.368,-1.118,-0.357,974.0,23.18,61.93,1007.0,189,4936.0,2,16.537637011684232,905.89792,-48913.229999999996,0
815.71,4838.05,96.86,1000.0,12.282131682710117,-0.22,-0.493,-0.133,977.0,32.02,62.32,1007.83,231,5044.0,2,12.282131682710117,796.94867,-48910.42,0
908.8,4749.75,81.03,1000.0,14.596552058519107,-0.75,-0.043,0.138,1001.0,23.03,46.67,1014.96,358,5064.0,1,14.596552058519109,909.7087999999999,-48916.520000000004,0
802.55,4943.16,83.42,1000.0,10.19942595416328,-0.198,0.628,0.165,976.0,23.16,63.75,1023.01,112,5159.0,2,10.19942595416328,783.2887999999999,-48909.76,0
1191.34,5313.56,82.04,1000.0,4.364301686010377,-0.686,0.122,0.819,1030.0,27.17,86.27,1002.06,98,4890.0,0,4.364301686010377,1227.0801999999999,-48922.18,0
1186.3,5129.12,81.56,1000.0,25.73948009087199,-0.555,-1.269,0.312,1077.0,32.65,46.99,1016.16,193,5032.0,0,25.739480090871993,1277.6451,-48913.36,0
958.06,5140.79,80.51,1000.0,20.171720281473295,0.121,-0.586,0.074,952.0,26.93,88.09,1007.09,207,4998.0,0,20.17172028147329,912.07312,-48914.92,0
1091.35,,81.1,1000.0,9.170990026483336,0.96,0.36,0.052,995.0,22.02,72.53,1019.82,83,5051.0,0,9.170990026483336,1085.89325,-48905.22,0
938.32,5084.15,88.85,1000.0,26.778104274194273,-0.681,0.102,-0.174,1040.0,37.02,43.12,1022.94,40,4925.0,1,26.778104274194273,975.8528,-48912.82,0
1068.44,5024.12,85.06,1000.0,8.967107086026394,-0.608,0.067,0.0,1036.0,26.17,72.27,1019.66,173,5003.0,1,8.967107086026394,1106.9038400000002,-48918.51,0
1122.17,5132.46,82.53,1000.0,11.474481578387259,-0.266,0.556,0.359,,23.83,55.41,1018.27,113,4895.0,0,11.474481578387259,1091.8714100000002,-48909.79,0
1178.7,4890.77,93.17,1000.0,17.792876699704255,-0.074,-0.173,-0.353,990.0,28.11,65.2,990.8,6,5054.0,1,17.792876699704255,1166.913,-48914.780000000006,0
960.08,4717.11,84.52,1000.0,9.119476999722668,-0.771,0.349,0.205,1000.0,19.81,81.67,1008.0,104,4969.0,0,9.119476999722668,960.08,-48912.33,0
1113.32,5144.6,80.38,1000.0,9.395245337312227,-0.35,0.821,-0.054,924.0,29.06,42.91,1021.95,64,5112.0,0,9.395245337312227,1028.70768,-48914.53,0
906.37,5247.55,88.37,1000.0,10.897187751231103,,0.112,0.859,1013.0,19.79,56.88,1031.05,213,5063.0,3,10.897187751231103,918.15281,-48917.26,0
1196.13,4776.35,86.21,1000.0,11.923291731861585,0.159,-0.447,0.148,1010.0,28.3,56.29,1021.78,9,5043.0,0,11.923291731861585,1208.0913,-48913.16,0
810.31,,86.37,1000.0,5.448763241962618,0.213,-0.213,0.164,989.0,32.97,71.38,1018.82,120,5027.0,0,5.448763241962618,801.39659,-48916.48,0
1041.41,5336.15,88.91,1000.0,1.992598820531606,-0.076,-0.452,-0.428,1028.0,20.59,34.1,1013.92,86,4946.0,0,1.992598820531606,1070.5694799999999,-48906.31,0
1063.8,4999.55,93.38,1000.0,23.789303248059,,-1.121,0.732,1068.0,25.61,41.19,1008.51,47,4934.0,2,23.789303248059,1136.1383999999998,-48924.47,0
1075.22,4836.4,92.33,1000.0,9.901142839849964,-0.355,-0.395,0.253,,26.77,56.43,1028.15,48,5027.0,1,9.901142839849964,1084.89698,-48914.11,0
848.16,5024.6,98.75,1000.0,4.912093538531226,0.026,0.318,0.682,990.0,29.77,62.68,1018.26,132,5024.0,0,4.912093538531226,839.6784,-48920.31,0
1175.41,4889.89,90.35,1000.0,17.89764530357268,-0.488,0.005,-0.092,1002.0,27.58,32.6,1010.98,146,5089.0,1,17.89764530357268,1177.76082,-48916.68,0
872.47,4876.65,89.45,1000.0,8.869599543151713,0.774,0.679,-0.001,972.0,25.44,56.6,1015.99,364,4978.0,2,8.869599543151713,848.0408400000001,-48919.07,0
1049.1,5086.64,84.27,1000.0,6.716288474675482,-0.749,0.072,-0.685,975.0,31.78,67.25,1015.67,129,4980.0,0,6.716288474675482,1022.8724999999998,-48915.39,0
889.07,4679.25,95.11,1000.0,27.19256172614351,-0.328,0.442,0.922,,26.13,38.15,1017.18,245,4911.0,0,27.19256172614351,846.39464,-48920.25,0
922.89,4711.21,82.82,1000.0,23.870924396913775,0.434,-0.88,0.185,983.0,21.72,56.5,1020.54,330,4925.0,2,23.870924396913775,907.20087,-48915.56,0
1018.58,5003.86,89.82,1000.0,5.014696951761288,-0.199,-0.219,0.928,1016.0,19.51,74.36,1000.94,158,4980.0,0,5.014696951761288,1034.87728,-48916.5,0
966.88,4995.54,88.43,1000.0,22.7261762882384,0.336,-0.134,-0.175,1008.0,30.92,35.38,1001.08,264,4924.0,0,22.7261762882384,974.61504,-48915.81,0
864.09,5068.71,93.17,1000.0,22.32528554823457,0.859,-0.413,0.236,996.0,32.31,67.2,1024.96,352,5109.0,1,22.32528554823457,860.63364,-48910.37,0
868.37,5375.05,98.35,1000.0,15.046023182129565,0.417,0.763,0.496,991.0,25.87,53.0,1005.58,67,4942.0,0,15.046023182129565,860.55467,-48916.92,0
967.26,5020.9,98.93,1000.0,13.028994255221718,-0.601,-0.965,0.165,991.0,17.63,57.04,1010.8,87,4943.0,0,13.028994255221718,958.55466,-48912.94,0
1102.91,5119.63,83.36,1000.0,7.427390344849155,-0.577,-0.057,-0.166,966.0,22.26,51.63,1017.07,91,4993.0,0,7.427390344849155,1065.4110600000001,-48905.57,0
1159.19,4804.89,85.24,1000.0,5.3959912259833915,-0.094,0.566,-0.237,,31.73,35.05,1013.22,68,4889.0,1,5.395991225983392,1163.82676,-48920.79,0
833.65,5153.59,96.23,1000.0,14.483674754563005,0.222,0.382,-0.174,928.0,27.75,65.9,1014.45,317,5086.0,0,14.483674754563005,773.6271999999999,-48912.56,0
957.24,4894.72,90.37,1000.0,19.705065745081313,0.603,-0.19,1.335,1006.0,17.5,55.5,1007.14,323,4997.0,0,19.705065745081313,962.9834400000001,-48919.98,0
840.1,5014.28,89.06,1000.0,16.20290154403365,-0.392,-0.45,-0.311,1002.0,27.51,80.4,1029.8,242,4942.0,0,16.20290154403365,841.7802,-48912.73,0
806.64,4978.23,94.21,1000.0,6.698596638143386,-0.242,0.546,-0.993,1013.0,24.75,73.94,1020.04,57,4959.0,0,6.6985966381433855,817.12632,-48920.32,0
1064.69,5206.59,92.04,1000.0,8.778737193502785,-0.125,-0.261,0.019,981.0,29.43,64.78,1013.42,162,4969.0,1,8.778737193502785,1044.46089,-48913.200000000004,0
1040.98,4738.0,99.41,1000.0,13.33717051894385,-0.135,-0.415,0.012,1030.0,22.81,44.21,1037.52,221,4952.0,0,13.33717051894385,1072.2094,-48905.54,0
865.21,4543.35,91.68,1000.0,14.855372512949817,0.748,0.5,-0.157,1009.0,31.65,59.12,1006.79,214,5029.0,0,14.855372512949817,872.99689,-48913.15,0
893.53,4957.31,89.32,1000.0,4.107804021168338,-0.052,0.154,-0.31,1021.0,23.76,76.66,1018.07,106,5042.0,1,4.107804021168338,912.29413,-48916.3,0
809.48,5093.71,90.86,1000.0,14.635970472367758,0.077,-0.176,-0.137,991.0,10.2,37.05,1014.91,79,5087.0,2,14.63597047236776,802.1946800000001,-48913.46,0
1133.98,5030.45,96.17,1000.0,17.31845160203978,0.456,0.163,-0.66,942.0,21.89,37.12,1016.8,221,5008.0,0,17.31845160203978,1068.2091599999999,-48924.14,0
1189.88,5246.44,92.25,1000.0,6.710018662036373,0.796,0.223,0.889,925.0,26.26,43.15,1015.99,80,4913.0,2,6.710018662036373,1100.639,-48912.049999999996,0
854.18,5087.47,92.94,1000.0,7.97476838944791,-0.018,-0.027,0.123,983.0,25.68,83.18,1040.67,38,5104.0,0,7.97476838944791,839.6589399999999,-48917.16,0
892.59,4887.23,99.43,1000.0,8.210566334111094,0.63,0.077,0.059,956.0,22.58,60.53,1016.89,109,5230.0,0,8.210566334111094,853.31604,-48909.61,0
1147.36,4534.92,92.37,1000.0,25.14571496680138,,-1.081,0.526,948.0,17.21,88.56,1017.65,154,5075.0,0,25.14571496680138,1087.6972799999999,-48914.41,0
1170.59,4952.54,87.61,1000.0,10.84353792524025,-0.055,-0.053,1.355,966.0,30.76,83.14,1004.39,263,5120.0,0,10.84353792524025,1130.78994,-48922.34,0
967.85,5205.59,93.83,1000.0,13.044302106861123,,-0.32,-0.201,970.0,33.15,43.83,1008.79,218,5052.0,1,13.044302106861123,938.8145,-48916.36,0
820.25,4921.59,93.19,1000.0,17.026777510355437,1.094,-0.4,0.153,968.0,20.27,89.15,1017.99,115,4873.0,0,17.026777510355437,794.002,-48923.14,0
815.76,5005.66,80.28,1000.0,10.22155107584232,0.561,-0.342,0.401,1005.0,29.36,59.42,1010.11,237,5009.0,4,10.22155107584232,819.8388,-48911.78,0
1029.58,5084.27,89.35,1000.0,5.009920873888289,0.006,-0.248,0.346,972.0,28.11,82.22,1019.61,213,5088.0,1,5.009920873888289,1000.7517599999999,-48918.91,0
957.16,4796.94,94.86,1000.0,15.459806589764378,0.325,-0.149,0.452,1002.0,18.75,58.55,1011.23,106,4853.0,0,15.459806589764378,959.07432,-48911.13,0
