PlantaID;Nome_Planta;Localizacao;Data_Inspecao;Nivel_Radiacao;Temperatura_Reator;Pressao_Reator;Eficiência_Operacional;Falhas_Detectadas;Custo_Manutencao;Status_Operacional;Potencia_Gerada
NUC-02044;Central Nuclear Santa;MG - Brasil;2024-01-02;4.91;299.26;81.95;55.19;3;451.44;Parcialmente Operando;20.16
NUC-02045;Angra 1;MG - Brasil;2023-11-24;1.51;278.88;78.22;54.57;3;304.86;Parcialmente Operando;22.99
NUC-02046;Central Nuclear Santa;BA - Brasil;2024-12-12;0.54;321.22;69.74;80.73;2;494.06;Operando;80.99
NUC-02047;Reator Atlântico;RJ - Brasil;2024-02-22;3.14;291.01;95.08;75.51;3;390.88;Desativada;0
NUC-02048;Reator Atlântico;SC - Brasil;2024-11-13;0.36;225.1;49.9;77.06;3;451.33;Desativada;0
NUC-02049;Angra 1;SP - Brasil;2024-12-30;2.55;374.39;107.42;94.19;1;375.5;;76.17
NUC-02050;Reator Atlântico;MG - Brasil;2023-02-21;0.85;284.74;101.55;70.92;1;109.25;Operando;57.7
NUC-02051;Angra 1;SP - Brasil;2023-07-06;2.79;393.39;140.31;92.5;1;254.23;Parcialmente Operando;31.68
NUC-02052;Central Nuclear Santa;MG - Brasil;2025-02-01;0.55;295.95;101.69;100.0;0;224.19;Desativada;0
NUC-02053;Angra 1;RJ - Brasil;2024-07-31;4.2;2413.17;81.34;;1;23.39;Operando;96.27
NUC-02054;Angra 2;SP - Brasil;2024-06-29;2.5;340.13;84.6;96.7;0;400.55;Em Manutenção;16.57
NUC-02055;Central Nuclear Santa;RJ - Brasil;2023-03-18;2.75;315.86;60.43;71.56;4;397.65;Parcialmente Operando;24.51
NUC-02056;Angra 2;MG - Brasil;2023-02-20;3.6;274.78;87.68;70.25;2;118.46;Em Manutenção;0.59
NUC-02057;Reator Atlântico;MG - Brasil;2024-10-28;5.25;312.71;73.84;54.38;0;133.6;Operando;61.05
NUC-02058;Angra 1;MG - Brasil;2023-11-22;2.56;331.4;130.49;53.7;4;294.32;Operando;45.92
NUC-02059;Angra 1;SC - Brasil;2024-11-30;3.36;386.42;93.89;94.08;0;343.59;Em Manutenção;10.83
NUC-02060;Central Nuclear Santa;BA - Brasil;2023-09-13;1.7;431.74;89.24;50.24;0;39.96;Operando;44.56
NUC-02061;Reator Atlântico;BA - Brasil;2024-09-14;0.17;379.85;141.34;79.87;2;397.86;Desativada;0
NUC-02062;Angra 1;MG - Brasil;2023-03-21;3.3;236.13;92.54;86.58;4;1307.33;Parcialmente Operando;34.33
NUC-02063;Central Nuclear Santa;MG - Brasil;2023-09-15;1.69;312.22;96.37;99.65;1;398.77;Em Manutenção;
NUC-02064;Angra 2;SP - Brasil;2023-08-07;2.6;310.95;107.93;95.15;1;65.48;Parcialmente Operando;36.14
NUC-02065;Reator Atlântico;RJ - Brasil;2024-08-08;2.64;373.09;87.85;;3;351.05;Em Manutenção;18.53
NUC-02066;Reator Atlântico;SC - Brasil;2023-11-06;4.58;315.97;81.98;;0;440.19;Em Manutenção;7.05
NUC-02067;NucleoForte;SP - Brasil;2024-12-11;1.24;400.02;146.9;87.83;0;472.15;Desativada;0
NUC-02068;NucleoForte;SP - Brasil;2023-12-30;0.48;362.59;;98.38;1;98.94;Operando;92.34
;NucleoForte;BA - Brasil;2023-08-27;3.17;405.56;116.35;56.55;0;447.23;Operando;66.35
NUC-02070;Central Nuclear Santa;SP - Brasil;2024-07-25;0.44;360.84;98.1;75.21;4;96.37;Parcialmente Operando;44.53
NUC-02071;Angra 1;MG - Brasil;2023-04-22;0.74;360.7;122.45;79.1;1;421.86;Em Manutenção;12.18
NUC-02072;Angra 1;SP - Brasil;2023-09-26;2.0;303.2;65.23;56.96;3;41.21;Em Manutenção;3.7
NUC-02073;Central Nuclear Santa;;2023-06-13;0.49;428.12;80.88;66.12;5;252.03;Desativada;0
NUC-02074;Angra 1;;2023-11-17;4.97;414.91;112.27;;0;387.53;Operando;76.68
NUC-02075;Angra 1;SC - Brasil;2023-02-25;3.13;249.77;95.24;82.16;1;72.81;Em Manutenção;8.24
NUC-02076;Reator Atlântico;SP - Brasil;2023-08-19;1.2;410.88;95.22;76.52;2;21.59;Em Manutenção;6.28
NUC-02077;Central Nuclear Santa;SC - Brasil;2024-08-29;2.97;422.79;128.73;65.12;4;348.05;Parcialmente Operando;31.68
NUC-02078;Reator Atlântico;SP - Brasil;2024-12-19;3.84;221.79;60.51;64.51;5;193.23;Parcialmente Operando;36.8
NUC-02079;Reator Atlântico;BA - Brasil;2025-01-14;0.25;202.92;81.33;68.87;3;97.08;Operando;68.95
NUC-02080;Angra 1;MG - Brasil;2024-09-04;3.53;321.9;71.65;88.04;3;2811.91;Parcialmente Operando;47.35
NUC-02081;Angra 1;BA - Brasil;2024-10-02;4.4;297.63;95.88;74.44;0;28.47;Em Manutenção;2.44
NUC-02082;Central Nuclear Santa;SP - Brasil;2024-04-07;3.78;437.46;105.83;95.73;1;231.06;Parcialmente Operando;32.68
NUC-02083;NucleoForte;MG - Brasil;2025-01-08;2.7;383.57;137.35;59.96;0;348.28;Desativada;0
NUC-02084;Angra 2;RJ - Brasil;;3.52;282.13;68.22;87.33;4;485.54;Desativada;0
NUC-02085;Angra 1;SP - Brasil;2023-11-09;2.73;404.29;102.12;88.16;1;269.56;Operando;82.15
NUC-02086;Angra 1;RJ - Brasil;2024-02-01;1.83;312.7;93.02;60.2;0;21.58;Parcialmente Operando;29.3
NUC-02087;Reator Atlântico;SP - Brasil;2023-10-02;0.25;309.86;114.7;79.71;2;148.18;Parcialmente Operando;30.55
NUC-02088;Angra 2;RJ - Brasil;2023-03-09;0.63;393.24;97.11;66.55;2;17.52;Operando;65.87
NUC-02089;NucleoForte;MG - Brasil;2024-07-14;;254.81;95.18;63.72;3;199.66;Em Manutenção;3.27
NUC-02090;Angra 2;BA - Brasil;2024-01-18;0.42;400.68;87.63;94.95;0;319.77;;35.99
NUC-02091;Angra 2;SC - Brasil;2024-04-01;2.39;227.59;58.5;70.84;1;437.58;Parcialmente Operando;29.22
NUC-02092;Angra 1;RJ - Brasil;2023-09-19;4.75;326.7;92.91;58.03;3;357.01;Desativada;0
NUC-02093;Angra 1;RJ - Brasil;2024-07-16;4.1;290.74;94.36;54.0;5;483.8;Em Manutenção;19.02
NUC-02094;Central Nuclear Santa;BA - Brasil;2023-10-05;3.01;219.27;70.01;73.19;4;470.91;Em Manutenção;3.25
NUC-02095;Central Nuclear Santa;SC - Brasil;2024-10-01;4.72;357.87;112.53;97.1;3;382.43;Em Manutenção;2.24
NUC-02096;Angra 2;MG - Brasil;2024-01-25;3.43;402.66;116.14;57.54;4;160.25;Parcialmente Operando;31.61
NUC-02097;Angra 1;BA - Brasil;2023-10-27;2.4;411.54;75.99;76.4;2;485.66;Desativada;0
NUC-02098;Reator Atlântico;RJ - Brasil;2023-04-05;4.83;278.95;92.66;58.37;3;280.48;Operando;51.67
NUC-02099;Central Nuclear Santa;MG - Brasil;2023-10-31;2.45;217.18;;89.75;3;479.53;Em Manutenção;18.25
NUC-02100;Reator Atlântico;SC - Brasil;2024-05-31;3.78;262.6;82.87;53.19;3;;Desativada;0
NUC-02101;Angra 2;SC - Brasil;2023-04-21;2.42;434.89;100.4;89.02;5;81.46;;0
NUC-02102;Angra 2;SC - Brasil;2023-04-20;4.09;401.03;136.18;57.62;2;272.6;Desativada;0
NUC-02103;Reator Atlântico;MG - Brasil;2024-12-10;2.43;337.13;74.63;80.87;0;454.91;Em Manutenção;68.58
NUC-02104;Angra 1;RJ - Brasil;2024-09-03;0.01;365.12;66.14;74.95;3;340.77;Desativada;0
NUC-02105;Angra 2;BA - Brasil;2023-07-12;1.25;208.41;61.24;;3;386.76;Operando;83.75
NUC-02106;Angra 2;BA - Brasil;2023-02-12;1.81;200.94;58.98;98.09;5;204.93;Em Manutenção;15.81
NUC-02107;Central Nuclear Santa;MG - Brasil;2024-10-03;1.88;323.87;124.6;76.83;0;73.24;Parcialmente Operando;43.32
NUC-02108;NucleoForte;BA - Brasil;2023-04-10;3.69;231.76;102.19;93.76;5;304.34;Operando;88.17
NUC-02109;Angra 2;SP - Brasil;2023-08-08;2.87;359.73;86.17;73.36;1;165.28;;
NUC-02110;Reator Atlântico;MG - Brasil;2024-10-30;0.15;442.01;87.12;58.79;2;117.96;Operando;54.9
NUC-02111;NucleoForte;SC - Brasil;2023-10-28;3.58;360.76;92.99;99.1;3;5737.19;Em Manutenção;14.34
NUC-02112;Reator Atlântico;BA - Brasil;2025-01-10;0.59;386.22;138.93;71.32;0;229.2;Em Manutenção;17.39
NUC-02113;Angra 2;SP - Brasil;2023-08-09;1.72;270.25;79.62;72.29;4;86.84;Parcialmente Operando;34.54
NUC-02114;Reator Atlântico;SP - Brasil;2023-06-22;4.79;362.83;118.34;66.39;2;123.92;Operando;71.09
NUC-02115;Angra 1;MG - Brasil;2024-01-17;3.53;343.88;134.25;67.07;2;90.32;Desativada;0
NUC-02116;Angra 1;MG - Brasil;2024-10-13;1.2;212.28;60.64;88.56;5;288.92;Operando;76.61
NUC-02117;Central Nuclear Santa;SP - Brasil;2024-02-20;5.88;368.38;74.54;58.62;3;269.84;Em Manutenção;11.22
NUC-02118;Angra 2;RJ - Brasil;2024-11-04;3.72;369.44;67.58;65.02;3;212.01;Operando;76.05
NUC-02119;Angra 1;BA - Brasil;2023-06-30;1.66;431.76;117.08;94.56;3;26.51;Desativada;
NUC-02120;Angra 2;SC - Brasil;2023-12-23;2.05;335.82;66.87;79.34;0;429.66;Operando;83.19
NUC-02121;Angra 2;SP - Brasil;2024-07-11;2.32;316.62;79.5;65.15;3;254.61;Desativada;0
NUC-02122;Angra 2;MG - Brasil;2023-09-13;2.18;377.98;108.98;56.22;5;110.49;Parcialmente Operando;28.72
NUC-02123;NucleoForte;RJ - Brasil;2024-03-01;1.33;263.08;109.59;98.04;1;115.35;Parcialmente Operando;32.23
NUC-02124;Central Nuclear Santa;RJ - Brasil;2023-12-21;3.37;223.06;76.93;64.09;;140.32;Em Manutenção;6.9
NUC-02125;;SP - Brasil;2023-05-20;1.61;429.95;148.11;90.14;0;125.29;Parcialmente Operando;45.16
NUC-02126;Angra 1;RJ - Brasil;2024-09-01;2.73;232.79;105.65;97.81;2;209.53;Operando;109.94
NUC-02127;Central Nuclear Santa;SP - Brasil;2024-02-19;4.28;392.27;681.93;61.37;5;176.97;Desativada;0
NUC-02128;NucleoForte;MG - Brasil;2023-12-04;1.33;235.41;81.4;51.26;2;33.06;Operando;52.97
NUC-02129;Angra 1;RJ - Brasil;2024-06-16;0.28;425.7;148.44;86.18;0;285.73;;19.46
NUC-02130;Reator Atlântico;BA - Brasil;2023-07-08;3.28;432.21;114.06;77.39;2;249.06;Parcialmente Operando;41.91
NUC-02131;NucleoForte;MG - Brasil;2023-04-13;3.7;332.09;115.71;71.09;4;211.06;Desativada;0
NUC-02132;Reator Atlântico;BA - Brasil;2025-01-09;0.93;283.23;71.49;76.84;1;428.0;Desativada;0
NUC-02133;NucleoForte;SC - Brasil;2023-10-23;2.99;245.77;82.32;100.0;11;149.23;Operando;94.31
;Angra 1;BA - Brasil;2023-05-22;4.59;298.28;119.11;;2;491.72;Desativada;0
NUC-02135;NucleoForte;SC - Brasil;2024-11-10;3.88;268.22;90.27;73.21;3;417.78;Em Manutenção;3.34
NUC-02136;NucleoForte;MG - Brasil;2023-10-21;4.49;231.98;61.9;76.53;4;43.94;Em Manutenção;5.92
NUC-02137;Angra 2;SP - Brasil;2024-04-18;1.2;389.92;90.72;96.84;;21.67;Desativada;0
NUC-02138;NucleoForte;MG - Brasil;2024-05-17;0.93;266.48;56.47;92.67;4;451.25;Parcialmente Operando;41.58
;Central Nuclear Santa;SP - Brasil;2023-02-10;3.81;;105.71;97.28;2;263.34;Parcialmente Operando;35.91
NUC-02140;Angra 2;MG - Brasil;;3.73;220.23;61.98;92.49;5;245.87;Operando;76.21
NUC-02141;NucleoForte;RJ - Brasil;2024-10-17;1.3;408.28;146.69;97.73;2;169.64;Em Manutenção;18.45
NUC-02142;Reator Atlântico;SP - Brasil;2024-10-20;2.57;415.24;69.61;95.23;4;54.43;Operando;85.35
NUC-02143;Central Nuclear Santa;MG - Brasil;2023-04-10;3.07;339.73;98.45;;1;75.63;Parcialmente Operando;34.62
NUC-02144;Angra 2;BA - Brasil;2024-01-12;;430.84;150.28;79.64;1;139.48;Em Manutenção;19.69
NUC-02145;Angra 2;SC - Brasil;2023-11-13;4.93;311.92;112.8;77.81;0;268.11;Parcialmente Operando;35.6
NUC-02146;Reator Atlântico;RJ - Brasil;2024-03-03;0.58;272.16;68.61;72.94;1;244.75;Operando;80.74
NUC-02147;Central Nuclear Santa;SP - Brasil;2024-06-21;4.43;422.21;128.03;;0;;Em Manutenção;15.7
NUC-02148;;RJ - Brasil;2024-10-16;2.93;;85.68;67.46;3;31.84;Parcialmente Operando;23.73
NUC-02149;NucleoForte;MG - Brasil;2023-10-20;3.57;272.48;115.66;68.11;0;208.41;Parcialmente Operando;38.19
NUC-02150;Central Nuclear Santa;;2023-12-03;3.16;355.08;86.1;96.7;;274.26;Operando;98.3
NUC-02151;Central Nuclear Santa;RJ - Brasil;2023-03-27;4.35;357.84;58.2;62.46;3;178.48;Em Manutenção;0.38
NUC-02152;Angra 2;SC - Brasil;2023-07-24;5.06;250.68;90.93;62.74;0;330.97;Desativada;0
NUC-02153;Reator Atlântico;BA - Brasil;2023-05-09;1.75;250.62;80.21;80.86;5;429.63;Parcialmente Operando;32.84
NUC-02154;Central Nuclear Santa;SC - Brasil;2024-02-01;1.86;305.33;114.25;84.02;1;50.66;Em Manutenção;6.03
NUC-02155;Angra 2;RJ - Brasil;2024-12-08;4.94;262.16;69.15;91.47;0;57.2;Em Manutenção;5.51
NUC-02156;Central Nuclear Santa;SC - Brasil;2024-04-27;1.32;379.11;134.99;93.22;0;135.53;Desativada;0
NUC-02157;Central Nuclear Santa;MG - Brasil;2023-11-03;2.42;313.58;113.56;84.08;1;477.19;Parcialmente Operando;40.37
NUC-02158;NucleoForte;MG - Brasil;2023-08-07;2.04;416.46;87.16;76.54;1;459.9;Desativada;0
NUC-02159;Reator Atlântico;SP - Brasil;2024-09-17;3.27;271.48;82.84;100.0;3;332.39;Em Manutenção;11.39
NUC-02160;NucleoForte;SP - Brasil;2024-01-20;1.34;219.26;80.6;84.61;1;107.67;Desativada;0
NUC-02161;Reator Atlântico;MG - Brasil;2024-07-10;2.41;;130.45;76.09;2;111.58;Em Manutenção;15.24
NUC-02162;NucleoForte;MG - Brasil;2024-10-18;2.95;234.13;72.5;100.0;;370.73;Operando;72.36
NUC-02163;NucleoForte;SP - Brasil;2023-07-27;2.58;341.68;74.77;61.69;2;493.5;Operando;52.88
NUC-02164;Angra 2;SP - Brasil;2023-09-28;1.59;211.37;66.44;55.77;1;87.59;Parcialmente Operando;30.58
NUC-02165;Central Nuclear Santa;BA - Brasil;2024-10-14;2.24;392.8;139.04;57.66;4;254.89;Parcialmente Operando;19.98
NUC-02166;Reator Atlântico;RJ - Brasil;2023-05-15;1.8;289.45;85.09;63.87;5;354.47;Em Manutenção;16.01
NUC-02167;NucleoForte;BA - Brasil;2023-11-22;3.95;387.98;133.15;67.59;2;78.61;Em Manutenção;10.14
NUC-02168;NucleoForte;RJ - Brasil;2024-02-17;4.17;428.98;143.54;94.67;3;409.39;Em Manutenção;1.05
;Angra 1;RJ - Brasil;2023-04-23;0.6;435.97;128.11;91.81;5;111.66;Parcialmente Operando;34.27
NUC-02170;Angra 1;SC - Brasil;2023-05-11;3.64;328.61;80.46;77.41;1;452.26;Parcialmente Operando;36.5
NUC-02171;Angra 1;BA - Brasil;2023-06-05;0.76;245.61;86.04;73.71;5;73.45;Desativada;0
NUC-02172;Central Nuclear Santa;SC - Brasil;2024-02-15;1.92;417.11;147.57;89.26;4;;Operando;92.33
NUC-02173;NucleoForte;SP - Brasil;2023-10-14;0.15;355.92;96.28;73.58;4;127.59;Desativada;0
NUC-02174;Angra 1;BA - Brasil;2024-05-03;4.73;324.13;95.81;57.99;4;43.57;Operando;68.86
NUC-02175;Angra 2;RJ - Brasil;2023-04-04;3.9;443.68;94.52;54.08;1;338.44;;0
NUC-02176;Angra 1;MG - Brasil;2024-08-28;4.3;435.3;125.93;85.39;;15.11;Operando;94.67
NUC-02177;Angra 1;MG - Brasil;2023-03-22;3.13;282.02;88.48;73.2;3;429.34;Parcialmente Operando;40.52
NUC-02178;Central Nuclear Santa;BA - Brasil;2024-11-30;4.06;212.77;80.16;89.36;1;445.9;Operando;78.39
NUC-02179;Angra 2;SP - Brasil;2024-06-01;;345.06;131.68;59.49;5;67.52;Em Manutenção;2.73
NUC-02180;Central Nuclear Santa;RJ - Brasil;2024-08-25;1.44;419.36;135.2;50.31;3;413.27;Desativada;0
;Central Nuclear Santa;SP - Brasil;2024-01-05;1.64;400.65;94.63;98.64;4;341.61;Em Manutenção;3.4
NUC-02182;Angra 1;BA - Brasil;2023-04-16;4.9;442.21;83.9;91.51;4;179.14;Desativada;0
NUC-02183;Angra 2;RJ - Brasil;2024-05-08;3.77;249.93;53.12;56.02;3;401.04;Em Manutenção;1.09
NUC-02184;NucleoForte;BA - Brasil;2023-02-11;0.34;408.06;122.93;51.8;5;241.74;Desativada;0
NUC-02185;Angra 1;MG - Brasil;2024-02-13;0.31;324.15;64.68;84.86;4;153.04;Desativada;0
NUC-02186;Central Nuclear Santa;MG - Brasil;2023-02-11;2.8;250.84;54.21;98.78;4;340.83;Operando;102.21
NUC-02187;Central Nuclear Santa;BA - Brasil;2024-02-04;3.63;293.8;96.24;57.6;5;360.19;Desativada;0
NUC-02188;Angra 2;MG - Brasil;2024-10-16;0.91;417.3;107.15;79.29;4;474.27;Operando;74.21
;Angra 1;BA - Brasil;2024-12-27;4.51;349.65;79.03;94.59;5;359.69;Operando;104.19
NUC-02190;Angra 1;SP - Brasil;2024-07-11;1.02;301.94;97.36;73.07;0;257.57;Em Manutenção;12.02
NUC-02191;Angra 1;MG - Brasil;2024-10-27;2.03;328.98;117.27;95.99;5;423.44;Parcialmente Operando;53.89
NUC-02192;Angra 2;RJ - Brasil;2023-04-09;4.07;257.01;51.5;90.6;4;88.71;Operando;104.47
NUC-02193;Reator Atlântico;RJ - Brasil;2024-06-28;1.7;387.84;126.13;;0;365.74;Em Manutenção;13.54
NUC-02194;Angra 2;SP - Brasil;2023-08-08;0.12;286.98;101.51;51.34;3;70.65;Operando;54.1
NUC-02195;NucleoForte;MG - Brasil;2023-08-23;0.72;293.19;105.56;69.47;1;80.36;;8.16
NUC-02196;NucleoForte;SC - Brasil;2024-12-15;3.53;291.17;76.18;94.21;5;228.2;Parcialmente Operando;39.72
NUC-02197;NucleoForte;SC - Brasil;2024-03-14;4.82;373.45;123.83;99.46;0;261.93;Operando;109.78
NUC-02198;Angra 2;BA - Brasil;;2.88;283.0;106.97;99.92;5;368.6;Desativada;0
NUC-02199;Reator Atlântico;RJ - Brasil;2024-08-19;3.99;;90.95;95.94;0;229.88;Operando;95.79
NUC-02200;Angra 2;SC - Brasil;2024-05-27;3.8;444.53;100.58;64.13;0;409.43;Em Manutenção;8.95
NUC-02201;Angra 2;MG - Brasil;2025-01-09;2.96;217.98;89.51;75.21;1;261.03;Em Manutenção;8.56
NUC-02202;Angra 2;SP - Brasil;2023-12-14;1.86;217.54;513.64;77.11;4;497.98;Em Manutenção;14.53
NUC-02203;Reator Atlântico;RJ - Brasil;2024-06-13;1.26;436.59;118.36;85.04;0;18.38;Operando;83.7
NUC-02204;Reator Atlântico;SP - Brasil;2023-07-04;20.28;211.23;72.29;68.28;2;289.02;Operando;66.44
NUC-02205;Angra 1;RJ - Brasil;2024-09-23;3.89;301.3;67.41;86.07;3;;Parcialmente Operando;34.49
NUC-02206;NucleoForte;MG - Brasil;2024-10-22;0.82;284.38;111.4;91.77;5;78.84;Em Manutenção;7.24
NUC-02207;Angra 1;MG - Brasil;2024-09-19;0.55;395.18;123.48;97.68;4;303.87;Desativada;0
NUC-02208;Central Nuclear Santa;RJ - Brasil;2024-07-29;2.68;341.67;78.03;93.85;9;246.28;Parcialmente Operando;52.45
NUC-02209;Angra 2;BA - Brasil;2024-09-24;0.86;222.46;102.34;73.78;1;338.19;Desativada;0
NUC-02210;Angra 2;BA - Brasil;2024-03-22;3.69;294.78;68.79;94.85;0;296.91;Parcialmente Operando;51.13
NUC-02211;NucleoForte;SC - Brasil;2023-11-19;0.66;387.3;108.78;75.85;5;91.65;Desativada;0
NUC-02212;;BA - Brasil;;1.83;421.01;127.26;98.35;1;372.2;Operando;117.16
NUC-02213;Central Nuclear Santa;BA - Brasil;2024-08-17;;207.09;76.19;67.2;2;2964.92;Em Manutenção;0.74
NUC-02214;Angra 1;SC - Brasil;2024-01-11;29.16;438.57;88.54;65.13;5;195.18;Em Manutenção;18.41
NUC-02215;NucleoForte;BA - Brasil;2024-06-28;3.76;445.53;120.79;69.57;1;235.37;Operando;68.46
;NucleoForte;SC - Brasil;2024-07-18;0.02;247.31;97.45;70.85;2;271.29;Desativada;0
NUC-02217;Reator Atlântico;MG - Brasil;2024-02-24;3.39;432.91;132.03;54.85;2;145.39;Desativada;0
NUC-02218;Central Nuclear Santa;SC - Brasil;2024-02-18;0.43;251.68;105.53;71.07;2;472.87;Desativada;0
NUC-02219;;BA - Brasil;2024-11-15;3.33;296.87;69.24;56.17;5;266.5;Em Manutenção;52.73
NUC-02220;Angra 2;BA - Brasil;2023-09-11;1.69;217.22;90.91;90.47;4;232.37;Operando;102.43
NUC-02221;Central Nuclear Santa;SP - Brasil;2023-05-06;1.63;302.06;106.29;64.19;0;274.38;Parcialmente Operando;22.53
NUC-02222;NucleoForte;BA - Brasil;2023-02-21;0.31;390.86;116.43;75.51;5;496.91;Desativada;0
NUC-02223;Angra 2;SC - Brasil;2023-09-29;2.56;328.59;69.37;61.96;0;259.5;Em Manutenção;5.4
NUC-02224;Reator Atlântico;MG - Brasil;2024-01-03;0.84;332.02;106.51;72.63;1;238.13;Parcialmente Operando;21.83
NUC-02225;Angra 2;SP - Brasil;2023-05-19;1.75;447.58;;97.38;1;372.01;Operando;100.57
NUC-02226;Angra 2;MG - Brasil;2023-06-08;4.62;201.99;69.7;51.0;5;284.66;Parcialmente Operando;21.7
NUC-02227;Reator Atlântico;BA - Brasil;2024-01-12;4.37;212.84;66.68;90.61;1;112.39;Desativada;0
NUC-02228;Reator Atlântico;BA - Brasil;2024-06-21;0.95;389.51;96.16;62.54;4;274.34;Operando;52.8
NUC-02229;NucleoForte;MG - Brasil;2023-02-13;2.53;248.57;75.59;93.81;2;270.71;Desativada;0
NUC-02230;Central Nuclear Santa;SP - Brasil;2023-05-07;4.22;344.78;72.53;76.78;2;304.21;Parcialmente Operando;40.11
NUC-02231;Reator Atlântico;SP - Brasil;2023-09-18;2.29;254.59;73.3;87.31;4;127.57;Em Manutenção;1.36
NUC-02232;Angra 1;MG - Brasil;2024-10-21;0.44;281.84;66.71;98.44;5;373.7;Em Manutenção;6.93
NUC-02233;Angra 2;SP - Brasil;2024-12-10;1.15;380.99;69.04;67.58;3;145.67;;22.24
NUC-02234;Angra 2;RJ - Brasil;2023-04-17;2.48;252.53;64.39;70.76;3;21.58;;81.06
NUC-02235;Angra 1;SC - Brasil;2023-06-27;1.76;322.48;65.92;95.48;4;366.14;Operando;81.2
NUC-02236;Angra 1;BA - Brasil;;2.26;;75.94;73.53;4;435.71;Em Manutenção;18.53
NUC-02237;Angra 1;BA - Brasil;2025-01-19;1.71;347.53;138.15;93.29;2;463.73;Parcialmente Operando;28.96
NUC-02238;Central Nuclear Santa;RJ - Brasil;2023-09-19;;228.81;79.31;52.17;1;461.06;Parcialmente Operando;24.58
NUC-02239;Angra 1;SP - Brasil;2023-08-29;3.05;288.13;64.63;85.9;1;450.66;Em Manutenção;0.07
NUC-02240;NucleoForte;SC - Brasil;2024-08-08;2.6;241.96;65.71;92.94;1;249.63;Desativada;0
NUC-02241;NucleoForte;BA - Brasil;2024-11-27;1.67;261.81;102.2;56.2;4;272.39;Operando;47.48
NUC-02242;Central Nuclear Santa;MG - Brasil;2024-05-22;2.44;219.96;68.34;89.29;2;162.34;Em Manutenção;0.55
NUC-02243;Reator Atlântico;BA - Brasil;2023-04-04;4.53;377.97;86.09;70.23;13;191.77;Operando;66.02
NUC-02244;Angra 1;SC - Brasil;2024-04-22;0.17;434.28;119.07;54.63;5;296.31;Parcialmente Operando;29.51
NUC-02245;Central Nuclear Santa;RJ - Brasil;2024-07-04;0.58;271.43;63.45;72.97;1;20.96;Em Manutenção;9.74
NUC-02246;Angra 2;SC - Brasil;2023-03-06;1.61;295.81;117.97;80.04;5;209.74;Desativada;0
NUC-02247;;BA - Brasil;2024-03-04;2.34;391.72;87.14;67.64;1;315.7;Operando;69.45
NUC-02248;NucleoForte;BA - Brasil;2023-03-14;0.63;207.95;63.53;90.6;2;71.71;Parcialmente Operando;54.1
NUC-02249;NucleoForte;MG - Brasil;2024-12-05;4.57;400.56;106.97;56.31;4;77.61;Parcialmente Operando;32.33
NUC-02250;Central Nuclear Santa;SC - Brasil;2023-10-04;4.8;299.08;90.65;58.19;1;124.16;Operando;56.18
NUC-02251;NucleoForte;SP - Brasil;2024-09-15;3.89;376.12;114.19;80.59;2;174.9;Em Manutenção;7.52
NUC-02252;Central Nuclear Santa;BA - Brasil;2023-08-20;1.92;346.03;120.22;55.95;5;101.34;Parcialmente Operando;30.53
NUC-02253;Central Nuclear Santa;SP - Brasil;2024-08-12;1.72;302.85;92.64;73.24;3;157.87;Em Manutenção;18.38
NUC-02254;Angra 1;SP - Brasil;2024-11-04;4.89;425.23;78.71;52.86;4;231.43;Em Manutenção;0.63
NUC-02255;Reator Atlântico;BA - Brasil;2024-10-01;2.68;275.07;77.16;55.37;0;115.01;Parcialmente Operando;19.51
NUC-02256;Angra 2;RJ - Brasil;2023-03-08;3.83;254.83;70.9;84.46;2;427.93;Em Manutenção;7.04
NUC-02257;Angra 1;SP - Brasil;2024-12-17;0.77;241.23;350.96;59.57;4;445.26;Em Manutenção;16.77
NUC-02258;Angra 2;RJ - Brasil;2024-02-04;4.47;358.89;145.81;70.35;5;374.69;Operando;56.78
NUC-02259;Angra 2;RJ - Brasil;2023-06-20;2.94;203.9;75.83;83.77;2;186.53;Operando;92.22
NUC-02260;Angra 1;MG - Brasil;2024-04-12;2.64;232.35;77.35;74.38;4;427.37;;22.37
NUC-02261;Angra 1;MG - Brasil;2024-10-13;2.56;277.16;93.19;67.93;1;19.25;Desativada;0
NUC-02262;Central Nuclear Santa;RJ - Brasil;;0.4;409.93;82.48;69.32;2;354.21;Parcialmente Operando;31.06
NUC-02263;Central Nuclear Santa;BA - Brasil;2024-01-19;3.74;270.84;;56.69;0;41.62;Operando;62.18
NUC-02264;Angra 1;SP - Brasil;2023-05-21;1.71;449.77;116.82;82.27;1;420.65;Parcialmente Operando;28.18
NUC-02265;Angra 2;SP - Brasil;2024-01-31;0.82;293.66;77.29;80.17;3;425.52;Parcialmente Operando;37.74
NUC-02266;Reator Atlântico;MG - Brasil;2023-07-07;2.58;280.9;79.02;84.74;0;236.91;Em Manutenção;7.41
NUC-02267;NucleoForte;SP - Brasil;2024-08-03;3.78;412.69;107.37;78.3;5;467.19;Operando;91.01
NUC-02268;Angra 1;RJ - Brasil;2024-06-05;3.8;406.88;118.77;86.54;1;76.64;Parcialmente Operando;30.1
NUC-02269;Angra 1;BA - Brasil;2024-03-06;3.9;316.72;81.45;58.4;;741.04;Em Manutenção;1.76
NUC-02270;NucleoForte;RJ - Brasil;2024-08-13;0.84;267.35;65.66;54.46;1;27.41;Operando;52.65
